"","Name","Season","PA","BA","OBP","SLG","R","RBI","Single","Double","Triple","HR","SB","CS","BB","IBB","K","DP","HBP","SH","SF","ServiceTime","PreBreakout"
"419","Blash, Jabari","2020",149,0.235,0.369,0.345,25,18,19,7,0,2,1,1,25,1,46,2,2,0,3,2,"0"
"420","Laird, Brandon","2016",598,0.263,0.319,0.516,71,97,84,21,0,39,0,0,44,1,138,16,3,0,4,2,"0"
"421","Laird, Brandon","2017",571,0.229,0.308,0.459,56,90,64,18,1,32,0,0,54,0,125,18,7,0,7,3,"0"
"422","Laird, Brandon","2018",505,0.233,0.309,0.447,47,65,63,14,2,26,0,1,44,5,124,10,7,0,4,4,"0"
"423","Wang, Po-Jung","2019",340,0.255,0.321,0.327,18,35,62,13,0,3,1,0,25,1,65,6,6,0,3,1,"0"
"424","Wang, Po-Jung","2020",95,0.207,0.263,0.322,9,9,12,4,0,2,0,0,6,0,27,2,1,0,1,2,"0"
"425","Wang, Po-Jung","2021",283,0.242,0.322,0.429,22,48,32,20,0,9,1,0,25,0,70,4,5,0,1,3,"0"
"426","Wang, Po-Jung","2022",32,0.062,0.062,0.094,1,0,1,1,0,0,0,0,0,0,12,1,0,0,0,4,"0"
"427","Spangenberg, Cory","2020",445,0.268,0.326,0.482,51,57,60,26,8,15,12,2,32,0,150,2,4,0,2,1,"0"
"428","Spangenberg, Cory","2021",212,0.232,0.34,0.42,30,27,25,7,3,7,3,3,27,0,64,5,3,0,1,2,"0"
"429","Osuna, Jose","2021",495,0.258,0.293,0.401,42,60,82,24,2,13,3,0,22,2,80,18,2,0,2,1,"0"
"430","Osuna, Jose","2022",529,0.272,0.312,0.44,49,74,94,19,2,20,2,3,29,4,93,11,1,0,3,2,"0"
"431","Osuna, Jose","2023",543,0.253,0.308,0.437,49,71,81,23,0,23,2,4,39,5,79,13,1,0,2,3,"0"
"432","Osuna, Jose","2024",585,0.267,0.32,0.414,54,72,99,28,0,17,0,3,40,3,91,24,3,0,3,4,"0"
"433","Martin, Leonys","2019",228,0.232,0.342,0.495,32,39,22,9,0,14,3,3,26,1,57,4,7,0,1,1,"0"
"434","Martin, Leonys","2020",448,0.234,0.382,0.485,72,65,44,15,0,25,7,2,70,5,100,10,17,0,2,2,"0"
"435","Martin, Leonys","2021",499,0.233,0.355,0.5,66,75,40,30,0,27,4,1,70,3,132,9,10,0,3,3,"0"
"436","Martin, Leonys","2022",266,0.163,0.293,0.317,22,25,20,7,0,9,5,2,31,2,76,1,11,0,3,4,"0"
"437","Batista, Xavier","2017",143,0.256,0.336,0.56,21,26,16,5,0,11,0,0,15,0,44,3,1,0,2,1,"0"
"438","Batista, Xavier","2018",302,0.242,0.308,0.546,38,55,33,8,0,25,0,1,26,4,81,6,1,0,2,2,"0"
"439","Batista, Xavier","2019",423,0.269,0.35,0.513,54,64,62,11,1,26,0,0,45,2,108,6,3,0,3,3,"0"
"440","Acevedo, Stiven","2025",12,0.182,0.25,0.455,1,2,1,0,0,1,0,0,1,0,3,0,0,0,0,1,"0"
"441","Rojas Jr., Mel","2021",206,0.217,0.282,0.381,18,21,26,7,0,8,1,3,15,0,58,3,2,0,0,1,"0"
"442","Rojas Jr., Mel","2022",211,0.224,0.322,0.41,19,27,25,7,0,9,0,0,22,1,53,4,5,0,1,2,"0"
"443","Suzuki, Shohei","2019",28,0.154,0.185,0.154,4,1,4,0,0,0,1,1,1,0,6,1,0,1,0,1,"0"
"444","Suzuki, Shohei","2020",157,0.207,0.261,0.286,7,10,22,4,2,1,0,2,10,0,24,2,1,4,2,2,"0"
"445","Suzuki, Shohei","2021",42,0.158,0.2,0.184,6,0,5,1,0,0,0,0,2,0,8,0,0,2,0,3,"0"
"446","Suzuki, Shohei","2022",227,0.25,0.279,0.321,14,13,41,10,1,1,1,4,9,0,24,2,0,5,1,4,"0"
"447","Asama, Daiki","2016",115,0.191,0.219,0.273,9,9,15,4,1,1,2,1,4,0,36,0,0,1,0,2,"0"
"448","Asama, Daiki","2017",44,0.167,0.205,0.238,2,3,4,3,0,0,1,0,2,0,17,1,0,0,0,3,"0"
"449","Asama, Daiki","2018",99,0.239,0.323,0.409,11,7,12,6,0,3,1,1,10,0,18,2,1,0,0,4,"0"
"450","Tanaka, Takaya","2020",18,0.4,0.438,0.6,5,4,5,0,0,1,0,0,1,0,7,0,0,2,0,3,"0"
"451","Tanaka, Takaya","2021",43,0.263,0.317,0.474,2,3,6,2,0,2,0,0,3,0,9,0,0,2,0,4,"0"
"452","Hijii, Ryuzo","2016",10,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,"0"
"453","Hijii, Ryuzo","2017",21,0.238,0.238,0.286,4,0,4,1,0,0,0,0,0,0,12,0,0,0,0,3,"0"
"454","Uemoto, Takashi","2017",10,0.125,0.3,0.125,12,0,1,0,0,0,3,0,2,0,3,0,0,0,0,4,"0"
"455","Inoue, Kouta","2020",11,0.091,0.091,0.182,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,1,"0"
"456","Inoue, Kouta","2022",5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,"0"
"457","Inoue, Kouta","2023",37,0.229,0.27,0.343,3,7,5,2,1,0,0,0,2,0,18,0,0,0,0,3,"0"
"458","Inoue, Kouta","2024",55,0.212,0.255,0.423,5,8,6,2,0,3,1,1,3,0,20,0,0,0,0,4,"0"
"459","Inoue, Kento","2024",48,0.19,0.261,0.31,2,4,3,5,0,0,1,0,2,1,8,1,2,2,0,1,"0"
"460","Inoue, Kento","2025",31,0.172,0.194,0.379,2,7,3,0,0,2,0,0,1,0,6,0,0,0,1,2,"0"
"461","Nishiura, Hayato","2018",7,0.167,0.286,0.167,0,0,1,0,0,0,1,1,1,0,3,0,0,0,0,1,"0"
"462","Nishiura, Hayato","2019",239,0.195,0.239,0.255,24,18,33,8,1,1,8,3,13,0,56,1,0,5,1,2,"0"
"463","Nishiura, Hayato","2020",97,0.187,0.229,0.264,13,4,14,1,0,2,3,2,5,0,21,1,0,1,0,3,"0"
"464","Nomura, Yuki","2020",76,0.257,0.276,0.473,8,18,11,3,2,3,0,0,1,0,17,1,1,0,0,1,"0"
"465","Nomura, Yuki","2021",394,0.267,0.303,0.361,30,37,79,12,1,7,0,1,16,0,90,7,4,1,2,2,"0"
"466","Nomura, Yuki","2022",368,0.279,0.313,0.411,33,36,65,24,2,6,3,4,16,1,71,9,2,1,1,3,"0"
"467","Nomura, Yuki","2023",473,0.236,0.309,0.383,42,43,65,21,1,13,4,1,42,0,112,3,4,0,4,4,"0"
"468","Toyoda, Hiroshi","2022",9,0,0.125,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,1,"0"
"469","Toyoda, Hiroshi","2024",19,0.211,0.211,0.263,1,0,3,1,0,0,0,0,0,0,5,2,0,0,0,2,"0"
"470","Toyoda, Hiroshi","2025",61,0.232,0.279,0.304,2,4,9,4,0,0,0,0,4,0,16,3,0,0,1,3,"0"
"471","Narama, Taiki","2023",196,0.243,0.285,0.365,20,15,28,12,2,2,2,2,8,1,50,4,3,3,1,1,"0"
"472","Narama, Taiki","2024",150,0.18,0.19,0.209,10,7,21,4,0,0,2,0,2,0,39,2,0,8,1,2,"0"
"473","Narama, Taiki","2025",103,0.22,0.29,0.275,11,3,17,2,0,1,3,1,7,0,34,1,2,3,0,3,"0"
"474","Oda, Yuya","2016",58,0.137,0.211,0.137,9,3,7,0,0,0,4,1,5,0,19,0,0,1,1,2,"0"
"475","Oda, Yuya","2017",20,0.059,0.111,0.059,4,0,1,0,0,0,0,0,1,0,7,0,0,2,0,3,"0"
"476","Oda, Yuya","2018",164,0.287,0.348,0.378,25,15,33,5,1,2,10,2,12,0,38,4,3,3,3,4,"0"
"477","Takeda, Aito","2017",6,0,0.167,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,"0"
"478","Takeda, Aito","2018",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"0"
"479","Takeda, Aito","2019",57,0.151,0.196,0.17,7,3,7,1,0,0,0,0,3,2,11,2,0,1,0,3,"0"
"480","Takeda, Aito","2020",14,0.154,0.143,0.154,0,3,2,0,0,0,0,0,0,0,5,2,0,0,1,4,"0"
"481","Obata, Ryuhei","2020",134,0.22,0.256,0.26,15,7,25,1,2,0,3,1,5,1,37,1,1,1,0,1,"0"
"482","Obata, Ryuhei","2021",25,0.261,0.32,0.391,5,0,4,1,1,0,3,1,2,0,7,0,0,0,0,2,"0"
"483","Obata, Ryuhei","2022",73,0.188,0.208,0.246,7,5,11,1,0,1,0,0,2,0,21,0,0,1,1,3,"0"
"484","Obata, Ryuhei","2023",91,0.282,0.349,0.321,12,8,20,1,1,0,3,1,8,4,23,0,0,5,0,4,"0"
"485","Okada, Masatoshi","2016",79,0.227,0.338,0.227,3,5,15,0,0,0,0,0,9,0,18,2,2,2,0,3,"0"
"486","Okada, Masatoshi","2017",172,0.229,0.306,0.285,19,9,26,6,1,0,0,0,10,1,28,1,6,12,0,4,"0"
"487","Fujiwara, Kyota","2019",19,0.105,0.105,0.105,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,1,"0"
"488","Fujiwara, Kyota","2020",105,0.26,0.301,0.406,10,10,17,5,0,3,4,1,6,0,33,1,0,2,1,2,"0"
"489","Fujiwara, Kyota","2021",254,0.217,0.301,0.35,27,22,29,12,1,5,7,2,23,0,55,3,5,5,4,3,"0"
"490","Fujiwara, Kyota","2022",126,0.209,0.272,0.252,10,5,21,2,0,1,9,0,9,1,23,1,1,1,0,4,"0"
"491","Kinoshita, Takuya","2016",19,0.278,0.316,0.556,1,2,2,2,0,1,0,0,1,0,6,1,0,0,0,1,"0"
"492","Kinoshita, Takuya","2017",94,0.192,0.289,0.256,4,4,10,5,0,0,0,0,10,1,21,4,1,4,1,2,"0"
"493","Kinoshita, Takuya","2018",28,0.12,0.214,0.28,4,2,1,1,0,1,0,0,3,1,9,0,0,0,0,3,"0"
"494","Kinoshita, Takuya","2019",98,0.227,0.289,0.364,5,8,12,6,0,2,0,0,5,1,22,2,3,1,1,4,"0"
"495","Kuki, Ryuhei","2019",3,0,0.333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"0"
"496","Kuki, Ryuhei","2020",5,0.25,0.4,1,2,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,"0"
"497","Kuki, Ryuhei","2021",2,0.5,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"0"
"498","Kuki, Ryuhei","2025",12,0.25,0.25,0.417,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,4,"0"
"499","Kinami, Seiya","2019",390,0.262,0.302,0.355,32,32,71,18,2,4,2,0,18,5,77,8,3,6,0,1,"0"
"500","Kinami, Seiya","2020",334,0.249,0.307,0.354,42,25,50,20,1,3,2,1,24,3,54,1,2,8,3,2,"0"
"501","Kinami, Seiya","2021",132,0.227,0.269,0.319,9,15,18,8,0,1,0,0,7,0,20,1,1,2,3,3,"0"
"502","Kinami, Seiya","2022",101,0.204,0.253,0.28,6,6,14,4,0,1,0,0,5,0,19,2,1,2,0,4,"0"
"503","Momose, Hiroki","2019",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"504","Momose, Hiroki","2020",4,0.25,0.25,0.25,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,"0"
"505","Hosokawa, Seiya","2017",6,0.4,0.5,1.6,2,4,0,0,0,2,0,0,1,0,3,0,0,0,0,1,"0"
"506","Hosokawa, Seiya","2018",22,0.222,0.364,0.444,2,2,2,1,0,1,0,0,3,0,11,0,1,0,0,2,"0"
"507","Hosokawa, Seiya","2019",83,0.222,0.313,0.292,9,10,13,2,0,1,0,0,8,0,24,1,2,0,1,3,"0"
"508","Hosokawa, Seiya","2020",54,0.235,0.278,0.333,6,1,9,2,0,1,1,0,2,0,20,1,1,0,0,4,"0"
"509","Mizutani, Shun","2024",353,0.287,0.335,0.443,41,39,64,18,3,9,4,1,21,2,79,3,3,1,1,1,"0"
"510","Mizutani, Shun","2025",321,0.277,0.322,0.473,45,41,51,16,3,12,6,3,18,1,77,1,3,1,3,2,"0"
"511","Sekine, Taiki","2016",106,0.204,0.235,0.235,15,7,18,1,1,0,4,4,2,0,18,0,2,4,0,3,"0"
"512","Sekine, Taiki","2017",20,0.158,0.2,0.158,4,1,3,0,0,0,0,0,1,0,5,0,0,0,0,4,"0"
"513","Kita, Ryusuke","2022",9,0.111,0.111,0.111,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"0"
"514","Kita, Ryusuke","2024",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"515","Marrero, Chris","2017",319,0.29,0.364,0.562,39,50,46,15,1,20,1,0,29,1,84,6,5,0,2,1,"0"
"516","Marrero, Chris","2018",245,0.201,0.282,0.416,22,26,20,12,1,11,1,0,24,0,68,5,1,0,1,2,"0"
"517","Marrero, Chris","2019",133,0.211,0.256,0.317,8,14,17,7,0,2,0,0,7,0,35,5,1,0,2,3,"0"
"518","Hechavarria, Adeiny","2021",216,0.203,0.222,0.314,16,24,27,11,0,4,0,1,6,0,40,6,0,0,3,1,"0"
"519","Hechavarria, Adeiny","2022",257,0.222,0.251,0.3,19,20,39,13,0,2,4,0,10,0,48,5,0,2,2,2,"0"
"520","Yamasaki, Kotaro","2016",19,0.167,0.211,0.167,1,0,3,0,0,0,1,0,1,0,8,0,0,0,0,1,"0"
"521","Yamasaki, Kotaro","2017",246,0.242,0.3,0.32,30,13,40,10,2,1,6,5,18,0,44,3,0,9,0,2,"0"
"522","Yamasaki, Kotaro","2018",47,0.184,0.295,0.237,7,0,6,0,1,0,1,1,6,0,12,1,0,3,0,3,"0"
"523","Yamasaki, Kotaro","2019",185,0.274,0.318,0.333,20,8,39,4,3,0,4,0,10,0,39,4,1,6,0,4,"0"
"524","Mimori, Masaki","2019",51,0.208,0.255,0.333,7,1,6,2,2,0,3,2,2,0,17,0,1,0,0,1,"0"
"525","Mimori, Masaki","2020",46,0.163,0.2,0.209,4,2,5,2,0,0,1,1,1,0,17,0,1,1,0,2,"0"
"526","Mimori, Masaki","2021",345,0.249,0.272,0.313,34,20,67,9,6,0,16,5,11,0,77,3,0,3,2,3,"0"
"527","Mimori, Masaki","2022",437,0.257,0.309,0.379,58,36,75,13,4,9,20,3,28,0,81,3,3,10,3,4,"0"
"528","Yoshida, Taisei","2019",39,0.188,0.316,0.219,3,2,5,1,0,0,1,1,4,0,8,1,2,1,0,1,"0"
"529","Yoshida, Taisei","2020",11,0.111,0.2,0.222,0,1,0,1,0,0,0,0,1,0,2,1,0,1,0,2,"0"
"530","Yoshida, Taisei","2021",52,0.225,0.392,0.325,8,2,7,1,0,1,2,1,11,0,10,1,0,1,0,3,"0"
"531","Mugitani, Yusuke","2025",153,0.231,0.316,0.313,23,10,24,4,2,1,12,6,16,0,39,0,1,1,1,1,"0"
"532","Mori, Keito","2020",12,0.25,0.25,0.333,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"533","Mori, Keito","2021",113,0.194,0.241,0.272,15,5,14,4,2,0,4,2,7,0,30,1,0,1,2,2,"0"
"534","Mori, Keito","2022",168,0.234,0.293,0.292,15,6,31,3,0,2,5,4,13,2,42,4,0,1,0,3,"0"
"535","Mori, Keito","2023",14,0.167,0.231,0.167,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,4,"0"
"536","Hernandez, Elier","2024",240,0.294,0.346,0.452,34,30,46,11,0,8,0,1,15,1,58,8,3,0,1,1,"0"
"537","Hernandez, Elier","2025",171,0.211,0.298,0.303,14,8,22,8,0,2,0,3,18,1,34,5,1,0,0,2,"0"
"538","Wada, Koshiro","2020",69,0.203,0.288,0.22,24,0,11,1,0,0,23,3,6,0,23,0,1,3,0,1,"0"
"539","Wada, Koshiro","2021",24,0.263,0.417,0.316,25,1,4,1,0,0,24,5,5,0,8,0,0,0,0,2,"0"
"540","Wada, Koshiro","2022",33,0.179,0.281,0.214,20,1,4,1,0,0,11,7,3,1,12,0,1,1,0,3,"0"
"541","Wada, Koshiro","2023",113,0.265,0.345,0.439,30,9,17,4,2,3,20,1,9,0,32,0,3,3,0,4,"0"
"542","Yamanaka, Ryoma","2025",52,0.122,0.173,0.245,2,3,3,1,1,1,0,0,3,0,9,2,0,0,0,1,"0"
"543","Motoyama, Hiyu","2021",235,0.255,0.322,0.332,20,17,46,1,3,3,2,1,17,3,42,7,4,5,1,1,"0"
"544","Motoyama, Hiyu","2022",28,0.148,0.148,0.37,4,2,0,3,0,1,0,0,0,0,5,2,0,1,0,2,"0"
"545","Motoyama, Hiyu","2023",42,0.179,0.175,0.205,1,3,6,1,0,0,0,0,0,0,13,1,0,2,1,3,"0"
"546","Motoyama, Hiyu","2024",81,0.143,0.175,0.208,2,7,8,2,0,1,0,0,2,0,21,2,1,1,0,4,"0"
"547","Yamamoto, Daito","2022",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"548","Yamamoto, Daito","2023",7,0.143,0.143,0.143,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,2,"0"
"549","Yamamoto, Daito","2024",19,0.111,0.158,0.167,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,3,"0"
"550","Yamamoto, Daito","2025",417,0.205,0.262,0.338,40,33,50,18,0,11,2,0,24,0,112,13,6,1,1,4,"0"
"551","Watarai, Ryuki","2024",272,0.255,0.306,0.327,21,24,53,7,1,3,2,2,12,0,43,6,7,1,1,1,"0"
"552","Watarai, Ryuki","2025",301,0.241,0.303,0.359,24,25,47,10,2,6,0,1,24,1,36,5,1,4,2,2,"0"
"553","Tashiro, Shotaro","2016",5,0.25,0.25,0.25,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,"0"
"554","Sato, Teruaki","2021",455,0.238,0.284,0.466,56,64,52,25,0,24,6,2,25,4,173,2,3,0,2,1,"0"
"555","Sato, Teruaki","2022",603,0.264,0.328,0.47,70,84,80,35,8,20,11,3,51,5,137,5,4,0,7,2,"0"
"556","Sato, Teruaki","2023",548,0.263,0.339,0.498,70,92,68,30,6,24,7,5,54,5,139,4,4,0,4,3,"0"
"557","Sato, Teruaki","2024",496,0.268,0.327,0.439,58,70,80,21,4,16,0,2,36,2,133,11,5,0,4,4,"0"
"558","Ishikawa, Shun","2016",6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,"0"
"559","Ishikawa, Shun","2017",17,0.353,0.353,0.529,1,1,5,0,0,1,0,0,0,0,5,0,0,0,0,2,"0"
"560","Ishikawa, Shun","2018",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"0"
"561","Ishikawa, Shun","2019",8,0.125,0.125,0.375,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,4,"0"
"562","Adachi, Yuichi","2016",208,0.227,0.264,0.27,14,14,36,5,0,1,0,2,10,0,36,2,0,11,2,1,"0"
"563","Adachi, Yuichi","2017",87,0.211,0.268,0.289,5,7,13,1,1,1,0,1,5,0,18,1,1,5,0,2,"0"
"564","Adachi, Yuichi","2018",20,0.111,0.158,0.111,1,0,2,0,0,0,0,0,1,0,4,1,0,1,0,3,"0"
"565","Adachi, Yuichi","2019",47,0.154,0.19,0.333,4,4,3,1,0,2,0,0,1,0,12,0,1,5,1,4,"0"
"566","Ishigaki, Masami","2017",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"567","Ishigaki, Masami","2019",15,0.133,0.133,0.267,1,1,0,2,0,0,0,0,0,0,7,0,0,0,0,2,"0"
"568","Ishigaki, Masami","2020",34,0.121,0.147,0.212,5,1,3,0,0,1,0,0,1,0,12,0,0,0,0,3,"0"
"569","Ishigaki, Masami","2021",11,0.1,0.1,0.2,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,4,"0"
"570","Itoh, Yukiya","2019",57,0.288,0.333,0.596,7,7,7,4,0,4,0,0,3,0,17,1,1,0,1,1,"0"
"571","Itoh, Yukiya","2020",17,0.286,0.375,0.429,1,1,3,0,1,0,0,0,2,1,2,0,0,1,0,2,"0"
"572","Itoh, Yukiya","2021",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"0"
"573","Itoh, Yukiya","2022",21,0.048,0.048,0.048,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,4,"0"
"574","Ikeda, Ryoma","2022",20,0.15,0.15,0.15,0,1,3,0,0,0,0,1,0,0,8,0,0,0,0,1,"0"
"575","Ikeda, Ryoma","2023",39,0.206,0.308,0.235,4,0,6,1,0,0,1,0,4,0,9,1,1,0,0,2,"0"
"576","Ikeda, Ryoma","2024",23,0.174,0.174,0.174,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,3,"0"
"577","Itsubo, Hinase","2025",18,0.167,0.167,0.167,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,"0"
"578","Tonosaki, Shuta","2016",57,0.176,0.222,0.294,8,5,7,0,0,2,6,0,3,0,11,1,0,3,0,2,"1"
"579","Tonosaki, Shuta","2017",489,0.258,0.315,0.39,65,48,78,22,3,10,23,3,33,0,109,4,5,10,3,3,"0"
"580","Tonosaki, Shuta","2018",510,0.287,0.357,0.472,70,67,85,24,3,18,25,9,47,0,102,9,3,6,1,4,"0"
"581","Tobashira, Yasutaka","2016",393,0.226,0.267,0.264,25,23,73,8,0,2,0,0,20,4,63,10,1,4,1,1,"0"
"582","Tobashira, Yasutaka","2017",363,0.214,0.255,0.333,25,52,50,13,0,9,0,0,19,0,59,9,0,6,2,2,"0"
"583","Tobashira, Yasutaka","2018",59,0.179,0.207,0.268,5,6,7,2,0,1,0,0,2,0,9,3,0,1,0,3,"0"
"584","Tobashira, Yasutaka","2019",111,0.2,0.257,0.31,6,6,13,4,2,1,0,0,7,0,22,2,1,2,1,4,"0"
"585","Nishida, Akihisa","2016",245,0.243,0.303,0.419,29,25,30,16,1,7,0,0,18,2,39,5,1,4,0,4,"0"
"586","Takatera, Nozomu","2022",27,0.13,0.192,0.261,0,2,0,3,0,0,1,0,2,0,5,0,0,1,1,1,"0"
"587","Takatera, Nozomu","2025",160,0.231,0.325,0.306,10,7,25,4,0,2,4,1,18,1,37,1,1,6,1,2,"0"
"588","Endoh, Issei","2016",71,0.18,0.265,0.23,6,3,8,3,0,0,1,1,5,0,11,0,2,3,0,2,"0"
"589","Endoh, Issei","2017",109,0.225,0.262,0.333,4,11,17,3,1,2,2,1,4,0,28,1,1,2,0,3,"0"
"590","Endoh, Issei","2018",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"0"
"591","Otosaka, Tomo","2016",124,0.27,0.317,0.374,12,8,21,9,0,1,3,0,7,0,28,2,1,1,0,3,"0"
"592","Otosaka, Tomo","2017",66,0.19,0.215,0.333,7,3,7,3,0,2,0,0,1,0,13,0,1,1,0,4,"0"
"593","Ugusa, Koki","2020",47,0.256,0.319,0.326,5,3,9,1,1,0,3,2,3,0,7,0,1,0,0,1,"0"
"594","Ugusa, Koki","2021",158,0.291,0.331,0.432,18,14,31,7,1,4,6,5,6,0,42,1,3,1,0,2,"0"
"595","Ugusa, Koki","2022",98,0.205,0.278,0.261,6,6,15,2,0,1,0,1,4,0,23,2,5,1,0,3,"0"
"596","Ugusa, Koki","2024",75,0.242,0.306,0.409,10,8,11,2,0,3,3,1,4,0,22,1,2,3,0,4,"0"
"597","Irie, Daiki","2024",14,0.417,0.462,0.417,2,0,5,0,0,0,0,0,1,0,3,0,0,1,0,1,"0"
"598","Irie, Daiki","2025",10,0.1,0.1,0.1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"599","Habu, Shohei","2016",9,0.125,0.222,0.125,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"0"
"600","Habu, Shohei","2017",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"0"
"601","Nakano, Takumu","2021",525,0.273,0.321,0.328,45,36,107,15,4,1,30,2,29,5,81,6,6,20,4,1,"0"
"602","Nakano, Takumu","2022",610,0.276,0.301,0.346,69,25,132,16,3,6,23,7,18,0,89,9,3,19,1,2,"0"
"603","Nakano, Takumu","2023",660,0.285,0.349,0.343,80,40,140,17,5,2,20,12,57,2,107,5,2,21,5,3,"0"
"604","Nakano, Takumu","2024",634,0.232,0.297,0.282,63,32,104,20,2,1,6,7,46,0,97,10,5,35,1,4,"0"
"605","Katoh, Takuma","2016",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"606","Katoh, Takuma","2017",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"0"
"607","Katoh, Takuma","2019",245,0.228,0.258,0.286,19,13,41,7,3,0,0,0,9,1,57,6,0,12,0,4,"0"
"608","Kiyomiya, Kotaro","2018",180,0.2,0.283,0.381,17,18,19,4,2,7,0,0,16,2,60,1,3,0,1,1,"0"
"609","Kiyomiya, Kotaro","2019",278,0.204,0.27,0.34,26,33,32,11,1,7,0,1,21,0,75,4,3,0,4,2,"0"
"610","Kiyomiya, Kotaro","2020",263,0.19,0.3,0.323,23,22,27,9,0,7,2,0,33,0,59,6,3,0,1,3,"0"
"611","Kiyomiya, Kotaro","2022",461,0.219,0.305,0.429,52,55,43,25,3,18,4,5,45,2,113,6,6,2,2,4,"0"
"612","Katsumata, Atsushi","2025",9,0.333,0.333,0.333,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"613","Katsura, Iori","2016",164,0.182,0.248,0.28,7,11,18,5,0,3,0,0,11,2,38,3,2,7,1,2,"0"
"614","Katsura, Iori","2019",9,0.25,0.25,0.25,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,3,"0"
"615","Katsura, Iori","2020",9,0.222,0.222,0.333,1,2,1,1,0,0,0,0,0,0,3,0,0,0,0,4,"0"
"616","Fujioka, Yudai","2018",611,0.23,0.294,0.305,58,42,98,15,5,5,14,13,44,1,97,9,5,26,1,1,"0"
"617","Fujioka, Yudai","2019",278,0.264,0.306,0.352,36,21,49,14,1,2,3,1,16,0,33,4,0,10,2,2,"0"
"618","Fujioka, Yudai","2020",370,0.229,0.309,0.315,34,33,55,11,2,4,8,2,36,1,60,5,1,16,2,3,"0"
"619","Fujioka, Yudai","2021",493,0.255,0.32,0.338,41,37,83,21,3,3,10,3,40,2,95,7,2,18,1,4,"0"
"620","Wakatsuki, Kenya","2016",262,0.227,0.259,0.284,22,20,39,13,0,0,0,0,4,1,42,5,6,23,0,2,"0"
"621","Wakatsuki, Kenya","2017",256,0.202,0.245,0.271,16,18,33,8,2,1,0,0,10,0,50,9,3,23,2,3,"0"
"622","Wakatsuki, Kenya","2018",302,0.245,0.269,0.305,22,27,54,9,2,1,1,0,7,0,80,6,2,23,1,4,"0"
"623","Kimura, Fumikazu","2016",35,0.167,0.219,0.2,4,2,4,1,0,0,1,0,2,0,12,0,0,3,0,4,"0"
"624","Murabayashi, Itsuki","2017",3,0.5,0.667,0.5,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"0"
"625","Murabayashi, Itsuki","2018",49,0.114,0.17,0.136,3,2,4,1,0,0,0,1,3,0,12,2,0,2,0,2,"0"
"626","Murabayashi, Itsuki","2019",25,0.083,0.083,0.125,2,0,1,1,0,0,0,1,0,0,5,1,0,1,0,3,"0"
"627","Murabayashi, Itsuki","2020",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"0"
"628","Murakami, Munetaka","2018",14,0.083,0.214,0.333,1,2,0,0,0,1,0,0,2,0,5,0,0,0,0,1,"1"
